LSOA code,Rank,Country
E01012922,18356,England
E01012923,19661,England
E01012924,29528,England
E01012925,31641,England
E01012926,31805,England
E01012927,32392,England
E01012928,1361,England
E01012929,11711,England
E01012930,16766,England
E01012931,2126,England
E01012932,3865,England
E01012933,19253,England
E01012934,8970,England
E01012935,23549,England
E01012936,8221,England
E01012937,17551,England
E01012938,8898,England
E01012939,22484,England
E01012940,18255,England
E01012941,14279,England
E01012942,20264,England
E01012943,7558,England
E01012944,101,England
E01012945,3007,England
E01012946,1256,England
E01012947,12654,England
E01012948,44,England
E01012949,3160,England
E01012950,22840,England
E01012951,2349,England
E01012952,1877,England
E01012953,18653,England
E01012954,28033,England
E01012955,25168,England
E01012956,27898,England
E01012957,27761,England
E01012958,29650,England
E01012959,24324,England
E01012960,27172,England
E01012961,16932,England
E01012962,25927,England
E01012963,9033,England
E01012964,13066,England
E01012965,28328,England
E01012966,10855,England
E01012967,32513,England
E01012968,32683,England
E01012969,27177,England
E01012970,32147,England
E01012972,32703,England
E01012973,31713,England
E01012974,26812,England
E01012975,25981,England
E01012976,10127,England
E01012977,27216,England
E01012978,31392,England
E01012979,16874,England
E01012980,9932,England
E01012981,12485,England
E01012982,19567,England
E01012983,25005,England
E01012984,25688,England
E01012985,21656,England
E01012986,12108,England
E01012987,22233,England
E01012988,27235,England
E01012989,25033,England
E01012990,11875,England
E01012991,15372,England
E01012992,6005,England
E01012993,21303,England
E01012994,13998,England
E01012995,13252,England
E01012996,29325,England
E01012997,9095,England
E01012998,28758,England
E01012999,8314,England
E01013000,2824,England
E01013001,16818,England
E01013002,5162,England
E01013003,13423,England
E01013004,8780,England
E01013005,24861,England
E01013006,19084,England
E01013007,19574,England
E01013008,21210,England
E01013009,14046,England
E01013010,21513,England
E01013011,23363,England
E01013012,30050,England
E01013013,21534,England
E01013014,19920,England
E01013015,28036,England
E01013016,26673,England
E01013017,19724,England
E01013018,25542,England
E01013019,13114,England
E01013020,21010,England
E01013021,21485,England
E01013022,21533,England
E01013023,18598,England
E01013024,23502,England
E01013025,29399,England
E01013026,22100,England
E01013027,16343,England
E01013028,24025,England
E01013029,11964,England
E01013030,14426,England
E01013031,21583,England
E01013032,20593,England
E01013033,23767,England
E01013034,18885,England
E01013035,22451,England
E01013036,16581,England
E01013037,24798,England
E01013038,5038,England
E01013039,17858,England
E01013040,24482,England
E01013041,22189,England
E01013042,32595,England
E01013043,30295,England
E01013044,31672,England
E01013045,6681,England
E01013046,24990,England
E01013047,11269,England
E01013048,18049,England
E01013049,11183,England
E01013050,11422,England
E01013051,11710,England
E01013052,27675,England
E01013053,26194,England
E01013054,31893,England
E01013055,24532,England
E01013056,17885,England
E01013057,30479,England
E01013058,24185,England
E01013059,30594,England
E01013060,32721,England
E01013061,30662,England
E01013062,24702,England
E01013063,29871,England
E01013064,30396,England
E01013065,23879,England
E01013066,32661,England
E01013067,30779,England
E01013068,31561,England
E01013069,20960,England
E01013070,32571,England
E01013071,6704,England
E01013072,18871,England
E01013073,25371,England
E01013074,22650,England
E01013075,20110,England
E01013076,11384,England
E01013077,27534,England
E01013078,17046,England
E01013079,10313,England
E01013080,2030,England
E01013081,17636,England
E01013082,12277,England
E01013083,2206,England
E01013084,915,England
E01013085,17570,England
E01013086,10074,England
E01013087,7455,England
E01013088,32029,England
E01013089,31321,England
E01013090,31498,England
E01013091,31390,England
E01013092,30870,England
E01013093,32568,England
E01013094,20011,England
E01013095,16809,England
E01013096,21091,England
E01013097,18497,England
E01013098,22433,England
E01013099,6770,England
E01013100,22635,England
E01013101,22697,England
E01013102,23513,England
E01013103,27721,England
E01013104,24444,England
E01013105,18509,England
E01013106,13749,England
E01013107,13410,England
E01013108,31910,England
E01013110,28044,England
E01013111,31027,England
E01013112,30478,England
E01013113,31754,England
E01013114,30832,England
E01013115,28751,England
E01013116,32462,England
E01013117,31616,England
E01013118,31566,England
E01013119,17256,England
E01013120,27705,England
E01013121,26429,England
E01013122,19268,England
E01013123,28819,England
E01013124,20822,England
E01013125,17476,England
E01013126,22148,England
E01013127,23131,England
E01013128,3900,England
E01013129,3387,England
E01013130,5187,England
E01013131,3749,England
E01013132,14269,England
E01013133,7702,England
E01013134,9429,England
E01013135,8777,England
E01013136,53,England
E01013137,104,England
E01013138,23,England
E01013139,22,England
E01013140,78,England
E01013141,2630,England
E01013142,113,England
E01013143,6703,England
E01013144,519,England
E01013145,20460,England
E01013146,12897,England
E01013147,4514,England
E01013148,25838,England
E01013149,26368,England
E01013150,22908,England
E01013151,25823,England
E01013152,30883,England
E01013153,19499,England
E01013154,25551,England
E01013155,25792,England
E01013156,6800,England
E01013157,29246,England
E01013158,9997,England
E01013159,575,England
E01013160,17485,England
E01013161,2438,England
E01013162,2623,England
E01013163,16780,England
E01013164,8348,England
E01013165,327,England
E01013166,20849,England
E01013167,20565,England
E01013168,28075,England
E01013169,15495,England
E01013170,23805,England
E01013171,31640,England
E01013172,26353,England
E01013173,17937,England
E01013174,1453,England
E01013175,19766,England
E01013176,16397,England
E01013177,1046,England
E01013178,20089,England
E01013179,10240,England
E01013180,14691,England
E01013181,1578,England
E01013182,20465,England
E01013183,11257,England
E01013184,7090,England
E01013185,21830,England
E01013186,23008,England
E01013187,3364,England
E01013188,17032,England
E01013189,25157,England
E01013190,27555,England
E01013191,28876,England
E01013192,7681,England
E01013193,26703,England
E01013194,28145,England
E01013195,5824,England
E01013196,2141,England
E01013197,9059,England
E01013198,8297,England
E01013199,2689,England
E01013200,15574,England
E01013201,650,England
E01013202,4831,England
E01013203,289,England
E01013204,3241,England
E01013205,513,England
E01013206,3167,England
E01013207,8570,England
E01013208,68,England
E01013209,271,England
E01013210,567,England
E01013211,12950,England
E01013212,274,England
E01013213,12026,England
E01013214,21661,England
E01013215,31104,England
E01013216,28407,England
E01013217,26906,England
E01013218,627,England
E01013219,2313,England
E01013220,1112,England
E01013221,345,England
E01013222,2015,England
E01013223,29166,England
E01013224,20036,England
E01013225,11461,England
E01013226,22843,England
E01013227,12985,England
E01013228,20251,England
E01013229,2946,England
E01013231,9156,England
E01013233,9091,England
E01013234,19952,England
E01013236,15275,England
E01013237,4855,England
E01013238,4334,England
E01013239,11997,England
E01013240,5970,England
E01013241,28718,England
E01013242,23051,England
E01013243,27048,England
E01013244,14603,England
E01013245,7422,England
E01013246,11592,England
E01013247,20122,England
E01013248,25679,England
E01013249,15964,England
E01013250,19945,England
E01013251,26715,England
E01013252,29314,England
E01013253,19126,England
E01013254,9679,England
E01013255,12719,England
E01013256,24833,England
E01013257,25754,England
E01013258,9877,England
E01013259,6065,England
E01013260,26293,England
E01013261,29778,England
E01013262,26033,England
E01013263,24796,England
E01013264,20084,England
E01013265,25483,England
E01013266,28362,England
E01013267,16027,England
E01013268,14183,England
E01013269,20467,England
E01013270,17950,England
E01013271,13249,England
E01013272,7273,England
E01013273,24411,England
E01013274,13468,England
E01013275,29753,England
E01013276,17286,England
E01013277,27706,England
E01013278,250,England
E01013279,374,England
E01013280,11888,England
E01013281,3084,England
E01013282,6658,England
E01013283,3585,England
E01013284,3090,England
E01013285,15285,England
E01013286,8962,England
E01013287,15807,England
E01013288,20014,England
E01013289,21590,England
E01013290,18848,England
E01013291,4461,England
E01013292,22971,England
E01013293,29278,England
E01013294,20234,England
E01013295,20868,England
E01013296,1452,England
E01013297,13886,England
E01013298,2606,England
E01013299,2189,England
E01013300,2703,England
E01013301,19877,England
E01013302,17814,England
E01013303,8455,England
E01013304,25518,England
E01013305,23316,England
E01013306,15128,England
E01013307,21437,England
E01013308,10795,England
E01013309,17820,England
E01013310,7359,England
E01013311,1893,England
E01013312,2817,England
E01013313,16116,England
E01013314,10778,England
E01013315,4910,England
E01013316,28083,England
E01013317,14174,England
E01013318,16485,England
E01013319,7302,England
E01013320,11323,England
E01013321,24516,England
E01013322,21821,England
E01013323,16595,England
E01013324,17277,England
E01013325,17290,England
E01013326,22567,England
E01013327,22418,England
E01013328,31658,England
E01013329,13610,England
E01013330,4290,England
E01013331,2851,England
E01013332,5165,England
E01013333,21620,England
E01013334,13068,England
E01013335,7375,England
E01013336,20400,England
E01013337,29823,England
E01013338,26494,England
E01013339,30488,England
E01013340,32630,England
E01013341,27347,England
E01013342,27604,England
E01013343,24596,England
E01013344,28393,England
E01013345,20726,England
E01013346,21662,England
E01013347,5135,England
E01013348,24784,England
E01013349,4772,England
E01013350,7982,England
E01013351,31231,England
E01013352,31145,England
E01013353,13035,England
E01013354,31965,England
E01013355,31160,England
E01013356,26659,England
E01013357,29361,England
E01013358,30828,England
E01013359,14692,England
E01013360,31125,England
E01013361,31136,England
E01013362,28550,England
E01013363,20226,England
E01013364,18559,England
E01013365,29526,England
E01013366,8661,England
E01013368,26467,England
E01013369,17523,England
E01013370,28813,England
E01013371,32606,England
E01013372,29549,England
E01013373,21186,England
E01013374,32253,England
E01013375,32043,England
E01013376,31705,England
E01013377,31850,England
E01013378,31263,England
E01013379,32089,England
E01013380,30770,England
E01013381,29684,England
E01013382,14115,England
E01013383,17329,England
E01013384,17068,England
E01013385,8680,England
E01013386,8635,England
E01013387,31695,England
E01013388,29969,England
E01013389,30233,England
E01013390,13045,England
E01013391,23701,England
E01013392,26925,England
E01013393,21051,England
E01013394,6877,England
E01013395,28524,England
E01013396,22654,England
E01013397,29103,England
E01013398,19465,England
E01013399,6177,England
E01013400,25011,England
E01013401,23069,England
E01013402,32644,England
E01013403,25896,England
E01013404,13082,England
E01013405,29774,England
E01013406,21794,England
E01013407,25530,England
E01013408,30450,England
E01013409,24831,England
E01013410,7237,England
E01013411,29621,England
E01013412,21807,England
E01013413,31395,England
E01013414,29335,England
E01013416,10354,England
E01013417,29805,England
E01013418,20119,England
E01013419,20541,England
E01013420,31873,England
E01013421,25695,England
E01013422,28981,England
E01013423,32720,England
E01013424,32758,England
E01013425,29606,England
E01013426,29367,England
E01013427,32833,England
E01013428,24281,England
E01013429,28773,England
E01013430,29202,England
E01013431,27992,England
E01013432,30696,England
E01013433,32474,England
E01013434,25922,England
E01013435,29951,England
E01013436,31191,England
E01013437,14367,England
E01013438,27245,England
E01013439,31860,England
E01013440,32348,England
E01013441,17631,England
E01013442,18713,England
E01013443,3155,England
E01013444,6469,England
E01013445,8881,England
E01013446,14044,England
E01013447,8117,England
E01013448,5151,England
E01013449,18615,England
E01013450,26061,England
E01013451,32317,England
E01013452,32779,England
E01013453,6073,England
E01013454,8187,England
E01013455,9307,England
E01013456,1646,England
E01013457,8766,England
E01013458,13075,England
E01013459,12807,England
E01013460,9920,England
E01013461,31295,England
E01013462,27757,England
E01013463,31832,England
E01013464,27687,England
E01013465,31236,England
E01013466,32465,England
E01013467,31093,England
E01013468,31604,England
E01013469,27422,England
E01013470,10374,England
E01013471,7044,England
E01013472,1809,England
E01013473,3676,England
E01013474,8010,England
E01013475,3485,England
E01013476,19528,England
E01013477,6190,England
E01013479,2150,England
E01013480,563,England
E01013481,2644,England
E01013483,5007,England
E01013484,839,England
E01013485,3040,England
E01013486,3283,England
E01013487,2464,England
E01013488,26785,England
E01013489,25113,England
E01013490,21713,England
E01013491,18938,England
E01013492,21943,England
E01013493,13329,England
E01013494,10005,England
E01013495,17262,England
E01013496,2111,England
E01013497,5219,England
E01013498,14262,England
E01013499,4887,England
E01013500,14339,England
E01013501,12707,England
E01013502,6885,England
E01013503,12973,England
E01013504,5245,England
E01013505,18107,England
E01013506,16431,England
E01013507,17759,England
E01013508,4783,England
E01013509,14402,England
E01013510,5746,England
E01013511,23144,England
E01013512,6534,England
E01013513,7737,England
E01013514,29017,England
E01013515,15290,England
E01013517,9480,England
E01013518,17739,England
E01013519,19288,England
E01013520,30777,England
E01013521,3570,England
E01013522,4886,England
E01013523,6393,England
E01013524,9400,England
E01013525,12500,England
E01013526,27079,England
E01013527,29692,England
E01013528,19403,England
E01013529,19552,England
E01013530,13596,England
E01013531,8208,England
E01013532,8932,England
E01013533,671,England
E01013534,12918,England
E01013535,1290,England
E01013536,1316,England
E01013537,12038,England
E01013538,4328,England
E01013539,32277,England
E01013540,25457,England
E01013541,17367,England
E01013542,14797,England
E01013543,29465,England
E01013544,30294,England
E01013545,16844,England
E01013546,26074,England
E01013547,8049,England
E01013548,8861,England
E01013549,7333,England
E01013550,3532,England
E01013551,14824,England
E01013552,5283,England
E01013553,9320,England
E01013554,6593,England
E01013555,12297,England
E01013556,30611,England
E01013557,30849,England
E01013558,23331,England
E01013559,29451,England
E01013560,31679,England
E01013561,29519,England
E01013562,21079,England
E01013563,28955,England
E01013564,31287,England
E01013565,5887,England
E01013566,1295,England
E01013567,2506,England
E01013568,2647,England
E01013569,4577,England
E01013570,3717,England
E01013571,3641,England
E01013572,10274,England
E01013573,3108,England
E01013574,30330,England
E01013575,25607,England
E01013576,30942,England
E01013577,31107,England
E01013578,31586,England
E01013579,29354,England
E01013580,26404,England
E01013581,6097,England
E01013582,13437,England
E01013583,2072,England
E01013584,2001,England
E01013585,3869,England
E01013586,2572,England
E01013587,15463,England
E01013588,4494,England
E01013589,16684,England
E01013590,1461,England
E01013591,1208,England
E01013592,27957,England
E01013593,24778,England
E01013594,26130,England
E01013595,13518,England
E01013596,28948,England
E01013597,4200,England
E01013598,5950,England
E01013599,30773,England
E01013600,1928,England
E01013601,2692,England
E01013602,2570,England
E01013603,705,England
E01013604,3391,England
E01013605,7363,England
E01013606,17825,England
E01013607,12400,England
E01013608,13974,England
E01013609,17321,England
E01013610,5435,England
E01013611,5980,England
E01013612,15515,England
E01013613,7914,England
E01013614,9182,England
E01013615,21145,England
E01013616,14181,England
E01013617,11782,England
E01013618,9568,England
E01013619,1811,England
E01013620,1077,England
E01013621,1638,England
E01013622,1600,England
E01013623,13677,England
E01013624,5712,England
E01013625,8133,England
E01013626,8255,England
E01013627,17528,England
E01013628,3513,England
E01013629,10258,England
E01013630,11102,England
E01013631,3615,England
E01013632,304,England
E01013633,1735,England
E01013634,3309,England
E01013635,8427,England
E01013636,21155,England
E01013637,2329,England
E01013638,308,England
E01013639,4778,England
E01013640,887,England
E01013641,8586,England
E01013642,22540,England
E01013643,24894,England
E01013646,5490,England
E01013647,7491,England
E01013648,15696,England
E01013649,15931,England
E01013650,28199,England
E01013651,2852,England
E01013652,2554,England
E01013653,2452,England
E01013654,5020,England
E01013655,6824,England
E01013656,8925,England
E01013657,5449,England
E01013658,7862,England
E01013659,8379,England
E01013660,9272,England
E01013661,2351,England
E01013662,11212,England
E01013663,11871,England
E01013664,3250,England
E01013665,12615,England
E01013666,21733,England
E01013667,5912,England
E01013668,16647,England
E01013669,22630,England
E01013670,19673,England
E01013671,14914,England
E01013672,20000,England
E01013673,2478,England
E01013674,1024,England
E01013675,2713,England
E01013676,3093,England
E01013677,1879,England
E01013678,5112,England
E01013679,1386,England
E01013680,18544,England
E01013681,6999,England
E01013682,6902,England
E01013683,6879,England
E01013684,3407,England
E01013685,21615,England
E01013686,20692,England
E01013687,5535,England
E01013688,3227,England
E01013689,13041,England
E01013690,7406,England
E01013691,203,England
E01013692,361,England
E01013693,172,England
E01013694,5134,England
E01013695,4135,England
E01013696,12271,England
E01013697,10848,England
E01013698,8531,England
E01013699,15440,England
E01013700,14113,England
E01013702,25576,England
E01013703,29504,England
E01013704,27265,England
E01013705,11362,England
E01013706,30561,England
E01013707,27619,England
E01013709,20293,England
E01013710,17183,England
E01013711,9857,England
E01013712,22645,England
E01013713,12036,England
E01013714,12773,England
E01013715,10759,England
E01013716,5618,England
E01013717,12014,England
E01013718,10444,England
E01013719,9738,England
E01013720,3319,England
E01013721,5039,England
E01013722,2332,England
E01013723,3140,England
E01013725,313,England
E01013726,225,England
E01013727,1847,England
E01013728,1658,England
E01013729,11141,England
E01013730,338,England
E01013731,7321,England
E01013732,9151,England
E01013733,14151,England
E01013734,11886,England
E01013735,16997,England
E01013736,14900,England
E01013737,15700,England
E01013738,17469,England
E01013739,6671,England
E01013740,13144,England
E01013741,13257,England
E01013742,6725,England
E01013743,8206,England
E01013744,8988,England
E01013745,9221,England
E01013746,3352,England
E01013747,12434,England
E01013748,2367,England
E01013749,12405,England
E01013750,9523,England
E01013751,9663,England
E01013752,6146,England
E01013753,6053,England
E01013754,2936,England
E01013755,3149,England
E01013756,14855,England
E01013757,16779,England
E01013758,12814,England
E01013759,19806,England
E01013760,4408,England
E01013761,4264,England
E01013762,7304,England
E01013763,8738,England
E01013764,17868,England
E01013765,7312,England
E01013766,17297,England
E01013767,12684,England
E01013768,4585,England
E01013770,13405,England
E01013771,16760,England
E01013772,7372,England
E01013773,9280,England
E01013774,7942,England
E01013775,12947,England
E01013776,7493,England
E01013777,7109,England
E01013778,8762,England
E01013779,8891,England
E01013780,23106,England
E01013781,4610,England
E01013782,12302,England
E01013783,23493,England
E01013784,14674,England
E01013785,18797,England
E01013786,10189,England
E01013787,19612,England
E01013788,28543,England
E01013789,21199,England
E01013790,14267,England
E01013791,23764,England
E01013792,25453,England
E01013793,31646,England
E01013794,22224,England
E01013795,21352,England
E01013796,30614,England
E01013797,32120,England
E01013798,32010,England
E01013799,24291,England
E01013800,28296,England
E01013801,19402,England
E01013802,30156,England
E01013803,31266,England
E01013804,29700,England
E01013805,24043,England
E01013806,30565,England
E01013807,27558,England
E01013808,23849,England
E01013809,29678,England
E01013810,1767,England
E01013811,1688,England
E01013812,1042,England
E01013813,6329,England
E01013814,3499,England
E01013815,3805,England
E01013816,13429,England
E01013817,594,England
E01013818,265,England
E01013819,1860,England
E01013820,1432,England
E01013821,1197,England
E01013822,1266,England
E01013823,3496,England
E01013824,2823,England
E01013825,2787,England
E01013826,1298,England
E01013827,4521,England
E01013828,8583,England
E01013829,5949,England
E01013830,8218,England
E01013831,16023,England
E01013832,5713,England
E01013833,3018,England
E01013834,4118,England
E01013835,4710,England
E01013836,4860,England
E01013837,19695,England
E01013838,16531,England
E01013839,2317,England
E01013840,16751,England
E01013841,2577,England
E01013842,3522,England
E01013843,7309,England
E01013844,3253,England
E01013845,4273,England
E01013846,2859,England
E01013847,4065,England
E01013849,1521,England
E01013850,2209,England
E01013851,847,England
E01013852,4127,England
E01013853,5000,England
E01013854,3891,England
E01013855,2553,England
E01013856,6493,England
E01013858,5301,England
E01013859,1997,England
E01013860,1992,England
E01013861,145,England
E01013862,2003,England
E01013863,9387,England
E01013864,2885,England
E01013865,2366,England
E01013866,3330,England
E01013867,2191,England
E01013868,1471,England
E01013870,4715,England
E01013871,1743,England
E01013872,5602,England
E01013873,8329,England
E01013874,8936,England
E01013875,17550,England
E01013876,1577,England
E01013877,130,England
E01013878,1963,England
E01013879,813,England
E01013880,872,England
E01013881,1113,England
E01013882,2175,England
E01013883,2876,England
E01013884,2184,England
E01013885,1188,England
E01013886,4236,England
E01013887,18714,England
E01013888,7173,England
E01013889,13592,England
E01013890,10108,England
E01013891,3169,England
E01013892,19225,England
E01013893,4353,England
E01013894,15941,England
E01013895,18523,England
E01013896,2889,England
E01013897,4404,England
E01013898,13243,England
E01013899,5513,England
E01013900,4215,England
E01013901,26632,England
E01013902,22415,England
E01013903,11195,England
E01013904,5440,England
E01013905,3927,England
E01013906,6155,England
E01013907,4587,England
E01013908,4386,England
E01013909,1575,England
E01013910,5057,England
E01013911,5778,England
E01013912,12738,England
E01013913,14607,England
E01013914,16389,England
E01013915,9698,England
E01013916,3318,England
E01013917,4980,England
E01013918,3579,England
E01013919,2861,England
E01013920,2974,England
E01013921,1526,England
E01013924,12700,England
E01013926,9473,England
E01013928,18077,England
E01013929,10586,England
E01013930,8405,England
E01013931,14398,England
E01013932,9641,England
E01013933,4737,England
E01013934,10833,England
E01013935,17018,England
E01013936,10225,England
E01013937,13370,England
E01013938,12854,England
E01013939,9357,England
E01013940,2305,England
E01013941,11411,England
E01013942,2607,England
E01013943,3549,England
E01013944,7026,England
E01013945,3727,England
E01013947,2594,England
E01013948,207,England
E01013953,21258,England
E01013954,2290,England
E01013957,4697,England
E01013958,1796,England
E01013959,1705,England
E01013960,800,England
E01013961,5760,England
E01013962,3525,England
E01013963,3992,England
E01013964,11001,England
E01013965,6435,England
E01013966,4935,England
E01013967,10934,England
E01013968,16487,England
E01013969,11081,England
E01013970,17336,England
E01013971,9206,England
E01013972,6814,England
E01013973,14528,England
E01013974,11399,England
E01013975,22177,England
E01013976,6722,England
E01013977,21357,England
E01013978,16881,England
E01013979,27054,England
E01013980,27711,England
E01013981,28344,England
E01013982,29073,England
E01013983,8773,England
E01013984,30163,England
E01013985,29645,England
E01013986,13600,England
E01013987,26371,England
E01013988,24315,England
E01013989,11851,England
E01013990,23230,England
E01013991,13393,England
E01013992,8804,England
E01013993,5081,England
E01013994,5027,England
E01013995,2871,England
E01013996,24147,England
E01013997,25748,England
E01013998,22031,England
E01013999,20658,England
E01014000,14000,England
E01014001,13109,England
E01014002,24040,England
E01014003,12394,England
E01014004,13420,England
E01014005,6955,England
E01014006,21288,England
E01014007,22923,England
E01014008,14449,England
E01014009,13293,England
E01014010,8153,England
E01014011,12649,England
E01014012,20470,England
E01014013,21532,England
E01014014,13636,England
E01014015,11781,England
E01014016,10671,England
E01014017,13989,England
E01014018,14208,England
E01014019,13744,England
E01014020,13462,England
E01014021,16083,England
E01014022,28588,England
E01014023,17832,England
E01014024,11614,England
E01014025,13261,England
E01014026,12562,England
E01014027,11714,England
E01014028,21325,England
E01014029,23173,England
E01014030,22775,England
E01014031,13631,England
E01014032,16442,England
E01014033,12002,England
E01014034,11153,England
E01014035,13561,England
E01014036,23031,England
E01014037,22305,England
E01014038,14003,England
E01014039,29900,England
E01014040,23148,England
E01014041,15369,England
E01014042,4154,England
E01014043,25828,England
E01014044,10772,England
E01014045,15213,England
E01014046,15283,England
E01014047,5154,England
E01014048,3288,England
E01014049,16251,England
E01014050,15453,England
E01014051,16528,England
E01014052,13371,England
E01014053,17137,England
E01014054,16811,England
E01014055,16571,England
E01014056,13318,England
E01014057,13591,England
E01014058,18583,England
E01014059,14818,England
E01014060,14908,England
E01014061,25624,England
E01014062,15224,England
E01014063,16298,England
E01014064,6448,England
E01014065,16018,England
E01014066,13995,England
E01014067,30418,England
E01014068,12983,England
E01014069,18325,England
E01014070,15560,England
E01014071,4082,England
E01014072,9392,England
E01014073,8967,England
E01014074,5958,England
E01014075,21813,England
E01014076,15558,England
E01014077,26222,England
E01014078,18019,England
E01014079,16381,England
E01014080,20195,England
E01014081,20480,England
E01014082,22234,England
E01014083,27517,England
E01014084,16778,England
E01014085,11009,England
E01014086,10111,England
E01014087,24110,England
E01014088,18141,England
E01014089,17699,England
E01014090,31845,England
E01014091,30071,England
E01014092,18852,England
E01014093,22164,England
E01014094,28569,England
E01014095,16642,England
E01014096,14911,England
E01014097,13065,England
E01014098,12251,England
E01014099,13447,England
E01014100,22197,England
E01014101,14467,England
E01014102,29566,England
E01014103,26267,England
E01014104,8269,England
E01014105,6330,England
E01014106,7957,England
E01014107,21296,England
E01014108,346,England
E01014109,11092,England
E01014110,747,England
E01014111,25459,England
E01014112,23917,England
E01014113,2211,England
E01014114,20184,England
E01014115,2582,England
E01014116,2767,England
E01014117,16841,England
E01014118,409,England
E01014119,16952,England
E01014120,2750,England
E01014121,11331,England
E01014122,12385,England
E01014123,24810,England
E01014124,2137,England
E01014125,3989,England
E01014126,7714,England
E01014127,3209,England
E01014128,12981,England
E01014129,9375,England
E01014130,23015,England
E01014131,23555,England
E01014132,31279,England
E01014133,16863,England
E01014134,27424,England
E01014135,18204,England
E01014136,12565,England
E01014137,22359,England
E01014138,11899,England
E01014139,6789,England
E01014140,6436,England
E01014141,13813,England
E01014142,1480,England
E01014143,6842,England
E01014144,4360,England
E01014145,7383,England
E01014146,21024,England
E01014147,22159,England
E01014148,21498,England
E01014149,10068,England
E01014150,20631,England
E01014151,5680,England
E01014152,6663,England
E01014153,9336,England
E01014154,12579,England
E01014155,9793,England
E01014156,10711,England
E01014157,22773,England
E01014158,13305,England
E01014159,6811,England
E01014160,19860,England
E01014161,10550,England
E01014162,2610,England
E01014163,980,England
E01014164,951,England
E01014165,2658,England
E01014166,8398,England
E01014167,24414,England
E01014168,30689,England
E01014169,12254,England
E01014170,28054,England
E01014171,17417,England
E01014172,29473,England
E01014173,17035,England
E01014174,30618,England
E01014175,16665,England
E01014176,26215,England
E01014177,29052,England
E01014178,17222,England
E01014179,23801,England
E01014180,16324,England
E01014181,32365,England
E01014182,32242,England
E01014183,29853,England
E01014184,16945,England
E01014185,3765,England
E01014186,15273,England
E01014187,11217,England
E01014188,24114,England
E01014189,19564,England
E01014190,30303,England
E01014191,11347,England
E01014192,9882,England
E01014193,4441,England
E01014194,8234,England
E01014195,22802,England
E01014196,5510,England
E01014197,1385,England
E01014198,541,England
E01014199,5203,England
E01014200,1058,England
E01014201,832,England
E01014202,22785,England
E01014203,24470,England
E01014204,21268,England
E01014205,21097,England
E01014206,12714,England
E01014207,16669,England
E01014208,4839,England
E01014209,12758,England
E01014210,2167,England
E01014211,1380,England
E01014212,1968,England
E01014213,2283,England
E01014214,24361,England
E01014215,18358,England
E01014216,19207,England
E01014217,1373,England
E01014218,1355,England
E01014219,12930,England
E01014220,940,England
E01014221,1957,England
E01014222,603,England
E01014223,674,England
E01014224,445,England
E01014225,17335,England
E01014226,4918,England
E01014228,18611,England
E01014229,2441,England
E01014230,5409,England
E01014231,2777,England
E01014233,15899,England
E01014234,3750,England
E01014235,5284,England
E01014236,7417,England
E01014237,1629,England
E01014238,1354,England
E01014239,13254,England
E01014240,8163,England
E01014241,4612,England
E01014242,2970,England
E01014243,12659,England
E01014244,967,England
E01014245,10162,England
E01014246,2501,England
E01014247,3460,England
E01014248,3449,England
E01014249,1048,England
E01014250,772,England
E01014251,1364,England
E01014252,5430,England
E01014253,12908,England
E01014254,814,England
E01014255,2591,England
E01014256,2362,England
E01014257,7976,England
E01014258,26441,England
E01014259,10754,England
E01014260,3153,England
E01014261,1016,England
E01014262,3372,England
E01014263,3232,England
E01014264,17272,England
E01014265,27170,England
E01014266,3132,England
E01014267,17010,England
E01014268,10114,England
E01014269,1591,England
E01014270,18365,England
E01014271,10994,England
E01014272,22900,England
E01014273,1007,England
E01014274,3851,England
E01014275,817,England
E01014276,6256,England
E01014277,9777,England
E01014278,4061,England
E01014279,4323,England
E01014280,14199,England
E01014281,5202,England
E01014282,7787,England
E01014283,8292,England
E01014284,12852,England
E01014285,7566,England
E01014286,1031,England
E01014287,447,England
E01014288,13022,England
E01014289,20452,England
E01014290,18518,England
E01014291,6831,England
E01014292,18742,England
E01014293,5011,England
E01014294,5620,England
E01014295,15530,England
E01014296,7555,England
E01014297,18217,England
E01014298,3814,England
E01014299,17958,England
E01014300,2489,England
E01014301,20427,England
E01014302,3072,England
E01014303,21347,England
E01014304,15068,England
E01014305,2372,England
E01014306,2542,England
E01014307,2369,England
E01014308,15144,England
E01014309,4035,England
E01014310,17990,England
E01014311,4042,England
E01014312,10219,England
E01014313,2831,England
E01014314,22659,England
E01014315,22813,England
E01014316,691,England
E01014317,960,England
E01014318,27416,England
E01014319,14748,England
E01014320,26114,England
E01014321,9811,England
E01014322,5714,England
E01014323,6726,England
E01014324,17079,England
E01014325,27313,England
E01014326,24075,England
E01014327,7565,England
E01014328,2165,England
E01014329,6062,England
E01014330,580,England
E01014331,2424,England
E01014332,14139,England
E01014333,17141,England
E01014334,8614,England
E01014335,16087,England
E01014336,1613,England
E01014337,3884,England
E01014338,16565,England
E01014339,4300,England
E01014340,5603,England
E01014341,8252,England
E01014342,3733,England
E01014343,13138,England
E01014344,7005,England
E01014345,3705,England
E01014346,24010,England
E01014347,27853,England
E01014348,26554,England
E01014349,27654,England
E01014350,29603,England
E01014351,17259,England
E01014352,29872,England
E01014353,11027,England
E01014354,1624,England
E01014355,6066,England
E01014356,5233,England
E01014357,6250,England
E01014358,1446,England
