LSOA code,Rank,Country
E01003904,23624,England
E01003905,27587,England
E01003906,22093,England
E01003907,13572,England
E01003908,28447,England
E01003909,27502,England
E01003910,28889,England
E01003911,8105,England
E01003912,4076,England
E01003913,15082,England
E01003914,13168,England
E01003915,9013,England
E01003916,10919,England
E01003917,7948,England
E01003918,6042,England
E01003919,11638,England
E01003920,6969,England
E01003921,4355,England
E01003922,7717,England
E01003923,9783,England
E01003924,7459,England
E01003925,6790,England
E01003926,7330,England
E01003927,17545,England
E01003929,12077,England
E01003930,8533,England
E01003932,4581,England
E01003933,6417,England
E01003934,15563,England
E01003935,13553,England
E01003936,19694,England
E01003937,11190,England
E01003938,7465,England
E01003939,13960,England
E01003940,6510,England
E01003941,15923,England
E01003942,7382,England
E01003943,4225,England
E01003945,17553,England
E01003946,16984,England
E01003947,5479,England
E01003948,16743,England
E01003949,16916,England
E01003950,9317,England
E01003951,17898,England
E01003952,18363,England
E01003953,15542,England
E01003954,16753,England
E01003955,15889,England
E01003956,22374,England
E01003957,19823,England
E01003958,17627,England
E01003960,9373,England
E01003961,4927,England
E01003963,4510,England
E01003964,5759,England
E01003966,6529,England
E01003967,7376,England
E01003968,2741,England
E01003969,11322,England
E01003970,4575,England
E01003971,2115,England
E01003972,9184,England
E01003973,8110,England
E01003974,5766,England
E01003975,7524,England
E01003976,7826,England
E01003977,9324,England
E01003978,12106,England
E01003979,8253,England
E01003980,6731,England
E01003981,9885,England
E01003983,7479,England
E01003984,5815,England
E01003986,4827,England
E01003987,6166,England
E01003988,7224,England
E01003989,8567,England
E01003990,7510,England
E01003991,4497,England
E01003992,6909,England
E01003993,8831,England
E01003994,5652,England
E01003995,5860,England
E01003997,7905,England
E01003998,10677,England
E01003999,11075,England
E01004000,9040,England
E01004001,5613,England
E01004002,16486,England
E01004003,5683,England
E01004004,7230,England
E01004005,3029,England
E01004006,9908,England
E01004007,4448,England
E01004008,5948,England
E01004010,6961,England
E01004011,7560,England
E01004012,9413,England
E01004013,4531,England
E01004014,6313,England
E01004015,12177,England
E01004016,14185,England
E01004017,18340,England
E01004018,22986,England
E01004019,11364,England
E01004020,9018,England
E01004021,19109,England
E01004022,11006,England
E01004023,8739,England
E01004024,7463,England
E01004027,14772,England
E01004028,9929,England
E01004029,21736,England
E01004030,10804,England
E01004031,10212,England
E01004032,26745,England
E01004033,9550,England
E01004034,10360,England
E01004035,5462,England
E01004036,7294,England
E01004037,10262,England
E01004038,12539,England
E01004039,12335,England
E01004040,4297,England
E01004041,9349,England
E01004042,2987,England
E01004043,9939,England
E01004044,7490,England
E01004045,9397,England
E01004046,16709,England
E01004047,11150,England
E01004048,13921,England
E01004049,17287,England
E01004050,19440,England
E01004051,24843,England
E01004052,18182,England
E01004053,26189,England
E01004054,26623,England
E01004055,4596,England
E01004056,14645,England
E01004057,13026,England
E01004058,26547,England
E01004059,16765,England
E01004060,7088,England
E01004061,13156,England
E01004062,8321,England
E01004063,9345,England
E01004064,7778,England
E01004065,15020,England
E01004066,11418,England
E01004067,5696,England
E01004068,6118,England
E01004069,25346,England
E01004070,20902,England
E01004071,15938,England
E01004072,25533,England
E01004073,26350,England
E01004074,24794,England
E01004075,26265,England
E01004076,15853,England
E01004077,20472,England
E01004078,18343,England
E01004079,26349,England
E01004080,24684,England
E01004081,21699,England
E01004082,30200,England
E01004083,3200,England
E01004084,29715,England
E01004085,26443,England
E01004086,18662,England
E01004087,29772,England
E01004088,3420,England
E01004089,5694,England
E01004090,6100,England
E01004091,30940,England
E01004092,27650,England
E01004093,30099,England
E01004094,31028,England
E01004095,29884,England
E01004096,15331,England
E01004097,30702,England
E01004098,29482,England
E01004099,13483,England
E01004100,27872,England
E01004101,30821,England
E01004102,23530,England
E01004103,26783,England
E01004104,31420,England
E01004105,30436,England
E01004106,32179,England
E01004107,21595,England
E01004108,20903,England
E01004109,19191,England
E01004110,25524,England
E01004111,23943,England
E01004112,32340,England
E01004114,30843,England
E01004115,29262,England
E01004116,29001,England
E01004117,31456,England
E01004118,24781,England
E01004119,25024,England
E01004120,30753,England
E01004121,26686,England
E01004122,30197,England
E01004123,8947,England
E01004124,11900,England
E01004125,7232,England
E01004126,7374,England
E01004127,14552,England
E01004128,11588,England
E01004129,6218,England
E01004130,24239,England
E01004131,23157,England
E01004132,28726,England
E01004133,28894,England
E01004134,22364,England
E01004135,27624,England
E01004136,26564,England
E01004137,17926,England
E01004138,19774,England
E01004139,24997,England
E01004140,6273,England
E01004141,13497,England
E01004142,10196,England
E01004143,22419,England
E01004144,26088,England
E01004145,21863,England
E01004146,21632,England
E01004147,25229,England
E01004148,11799,England
E01004149,24557,England
E01004150,13054,England
E01004151,19066,England
E01004152,19010,England
E01004153,20936,England
E01004154,30626,England
E01004155,26924,England
E01004156,25793,England
E01004157,32021,England
E01004158,27179,England
E01004159,19763,England
E01004160,25344,England
E01004161,27062,England
E01004162,22768,England
E01004163,19347,England
E01004164,22050,England
E01004165,17583,England
E01004166,22837,England
E01004167,7353,England
E01004168,26183,England
E01004169,9475,England
E01004170,24245,England
E01004171,29030,England
E01004172,13642,England
E01004173,20426,England
E01004174,16717,England
E01004175,23458,England
E01004176,22267,England
E01004177,15288,England
E01004178,16834,England
E01004179,28027,England
E01004180,30475,England
E01004181,17510,England
E01004182,10724,England
E01004183,8769,England
E01004184,8136,England
E01004185,3424,England
E01004186,20200,England
E01004187,12367,England
E01004188,19972,England
E01004189,8713,England
E01004190,30846,England
E01004191,27350,England
E01004192,22933,England
E01004193,21744,England
E01004194,23291,England
E01004195,25116,England
E01004196,29706,England
E01004197,9298,England
E01004198,3698,England
E01004199,3280,England
E01004200,9443,England
E01004201,10249,England
E01004202,10499,England
E01004203,8880,England
E01004204,6274,England
E01004205,4905,England
E01004206,3446,England
E01004207,5973,England
E01004208,10715,England
E01004209,3602,England
E01004211,7276,England
E01004212,10838,England
E01004214,5686,England
E01004215,16624,England
E01004216,19837,England
E01004217,12388,England
E01004218,21427,England
E01004219,6380,England
E01004221,15260,England
E01004222,4966,England
E01004223,5705,England
E01004224,7452,England
E01004225,13671,England
E01004226,8684,England
E01004228,12849,England
E01004229,10339,England
E01004230,9165,England
E01004231,6874,England
E01004232,13752,England
E01004233,7486,England
E01004234,11218,England
E01004235,6856,England
E01004236,4668,England
E01004237,8147,England
E01004238,7688,England
E01004239,3901,England
E01004240,7203,England
E01004241,5227,England
E01004242,9768,England
E01004243,5485,England
E01004244,3416,England
E01004245,2763,England
E01004246,8057,England
E01004247,3824,England
E01004248,3465,England
E01004249,3447,England
E01004250,4393,England
E01004251,8675,England
E01004252,5828,England
E01004253,8904,England
E01004254,15458,England
E01004255,5983,England
E01004256,5676,England
E01004257,6674,England
E01004258,12802,England
E01004259,10040,England
E01004260,6995,England
E01004261,10280,England
E01004262,8367,England
E01004263,6689,England
E01004264,6140,England
E01004266,9652,England
E01004267,6672,England
E01004268,6121,England
E01004269,6988,England
E01004270,12534,England
E01004271,7538,England
E01004272,5842,England
E01004273,5279,England
E01004274,11260,England
E01004275,20159,England
E01004276,30144,England
E01004277,27157,England
E01004280,10692,England
E01004281,26798,England
E01004283,8223,England
E01004284,7366,England
E01004285,4342,England
E01004286,5381,England
E01004287,8047,England
E01004288,4874,England
E01004289,6032,England
E01004290,8732,England
E01004291,24676,England
E01004292,27385,England
E01004293,26059,England
E01004294,15535,England
E01004295,7506,England
E01004296,10142,England
E01004297,25393,England
E01004298,3911,England
E01004300,5313,England
E01004301,5604,England
E01004302,10599,England
E01004303,11397,England
E01004304,4740,England
E01004305,7611,England
E01004306,5304,England
E01004307,19910,England
E01004308,8621,England
E01004309,4749,England
E01004310,5125,England
E01004311,4644,England
E01004312,4384,England
E01004313,11032,England
E01004314,13053,England
E01004315,6850,England
E01004316,4542,England
E01004317,9244,England
E01004318,5572,England
E01004319,6845,England
E01004321,6345,England
E01004322,6983,England
E01004323,9137,England
E01004324,5052,England
E01004325,11050,England
E01004326,10008,England
E01004327,7992,England
E01004328,11954,England
E01004329,11575,England
E01004330,17056,England
E01004331,12158,England
E01004332,8927,England
E01004333,9066,England
E01004334,3119,England
E01004335,4362,England
E01004336,11164,England
E01004337,10118,England
E01004338,14941,England
E01004339,11057,England
E01004340,3432,England
E01004341,7036,England
E01004342,12475,England
E01004343,18190,England
E01004344,7780,England
E01004345,13646,England
E01004346,15972,England
E01004347,18452,England
E01004348,15993,England
E01004349,8091,England
E01004350,8698,England
E01004351,18892,England
E01004352,23995,England
E01004353,17875,England
E01004354,20330,England
E01004355,10657,England
E01004356,10256,England
E01004357,16459,England
E01004358,12717,England
E01004359,21404,England
E01004360,20890,England
E01004361,18552,England
E01004362,11856,England
E01004363,14952,England
E01004364,7069,England
E01004365,8358,England
E01004366,14761,England
E01004367,9423,England
E01004368,12888,England
E01004369,18122,England
E01004370,19459,England
E01004371,13836,England
E01004372,22386,England
E01004373,10432,England
E01004374,16899,England
E01004375,13709,England
E01004376,12644,England
E01004377,14476,England
E01004378,12064,England
E01004379,22382,England
E01004380,12272,England
E01004381,18539,England
E01004382,4663,England
E01004383,18959,England
E01004384,7043,England
E01004385,6481,England
E01004386,25868,England
E01004387,28095,England
E01004388,14955,England
E01004389,7533,England
E01004390,5903,England
E01004391,13300,England
E01004392,10024,England
E01004393,12894,England
E01004394,5529,England
E01004395,16750,England
E01004396,14422,England
E01004397,9666,England
E01004398,4902,England
E01004399,2576,England
E01004400,8395,England
E01004401,12638,England
E01004402,6798,England
E01004403,7659,England
E01004404,8644,England
E01004405,8814,England
E01004406,12412,England
E01004407,3915,England
E01004408,11853,England
E01004409,9342,England
E01004410,6167,England
E01004411,9899,England
E01004412,15738,England
E01004413,6997,England
E01004414,13165,England
E01004415,9922,England
E01004416,12086,England
E01004417,12004,England
E01004418,14916,England
E01004419,13460,England
E01004420,3684,England
E01004421,10740,England
E01004422,9657,England
E01004423,5540,England
E01004424,5128,England
E01004425,10288,England
E01004426,10530,England
E01004427,13096,England
E01004428,4387,England
E01004429,11880,England
E01004430,11129,England
E01004432,9936,England
E01004434,9155,England
E01004435,8481,England
E01004436,9833,England
E01004437,10395,England
E01004438,13609,England
E01004439,15233,England
E01004440,10223,England
E01004441,15444,England
E01004442,20152,England
E01004443,7369,England
E01004444,6152,England
E01004445,8617,England
E01004446,11752,England
E01004447,17154,England
E01004448,9772,England
E01004449,2803,England
E01004450,18040,England
E01004451,17874,England
E01004452,10862,England
E01004453,10327,England
E01004454,11139,England
E01004455,8328,England
E01004456,3536,England
E01004457,13953,England
E01004458,10047,England
E01004459,3379,England
E01004460,8097,England
E01004461,18694,England
E01004462,11471,England
E01004463,18935,England
E01004464,5047,England
E01004465,16047,England
E01004466,19125,England
E01004467,8188,England
E01004468,16258,England
E01004469,4431,England
E01004470,6157,England
E01004471,6772,England
E01004472,24666,England
E01004473,22310,England
E01004474,16534,England
E01004475,17970,England
E01004476,20382,England
E01004477,30427,England
E01004478,31143,England
E01004479,24219,England
E01004480,28021,England
E01004481,18761,England
E01004482,18803,England
E01004483,19926,England
E01004484,15837,England
E01004485,17817,England
E01004486,16426,England
E01004487,13248,England
E01004488,19364,England
E01004489,9627,England
E01004490,28015,England
E01004491,19740,England
E01004492,18414,England
E01004493,20364,England
E01004494,15151,England
E01004495,11697,England
E01004496,22187,England
E01004497,17512,England
E01004498,26162,England
E01004499,20104,England
E01004500,23432,England
E01004501,16374,England
E01004502,25288,England
E01004503,15634,England
E01004504,24721,England
E01004505,27364,England
E01004506,25152,England
E01004507,26239,England
E01004508,23599,England
E01004509,18176,England
E01004510,26091,England
E01004511,26969,England
E01004512,21622,England
E01004513,15875,England
E01004514,25454,England
E01004515,19074,England
E01004516,21815,England
E01004517,18989,England
E01004518,20999,England
E01004519,17332,England
E01004520,17433,England
E01004521,17534,England
E01004522,15866,England
E01004523,15182,England
E01004524,5868,England
E01004525,13131,England
E01004526,12185,England
E01004527,18676,England
E01004528,8673,England
E01004529,20554,England
E01004530,18736,England
E01004531,10579,England
E01004532,17810,England
E01004533,9564,England
E01004534,20468,England
E01004535,4970,England
E01004536,11674,England
E01004537,6489,England
E01004538,10702,England
E01004539,6208,England
E01004540,9942,England
E01004541,4700,England
E01004542,28352,England
E01004543,27182,England
E01004544,22063,England
E01004545,23829,England
E01004546,28753,England
E01004547,14054,England
E01004548,16560,England
E01004549,14976,England
E01004550,20846,England
E01004551,16564,England
E01004552,23714,England
E01004553,23022,England
E01004554,28864,England
E01004555,30653,England
E01004556,30796,England
E01004557,26658,England
E01004558,29652,England
E01004559,27575,England
E01004560,16606,England
E01004562,8087,England
E01004563,7775,England
E01004564,15699,England
E01004565,15043,England
E01004566,22476,England
E01004567,7246,England
E01004568,11579,England
E01004569,10975,England
E01004570,6433,England
E01004571,11003,England
E01004572,12072,England
E01004573,9403,England
E01004574,5928,England
E01004575,8305,England
E01004576,9829,England
E01004577,19652,England
E01004579,15348,England
E01004580,15480,England
E01004581,18520,England
E01004582,25733,England
E01004583,21872,England
E01004584,7042,England
E01004585,24327,England
E01004586,24309,England
E01004587,26459,England
E01004588,21164,England
E01004589,27504,England
E01004590,10520,England
E01004591,15550,England
E01004592,10399,England
E01004593,26376,England
E01004594,30272,England
E01004595,26770,England
E01004596,29297,England
E01004597,22210,England
E01004598,26755,England
E01004599,31858,England
E01004600,9097,England
E01004601,14917,England
E01004602,25029,England
E01004604,27298,England
E01004605,21436,England
E01004606,29425,England
E01004607,28435,England
E01004608,18238,England
E01004609,23061,England
E01004610,14415,England
E01004611,18072,England
E01004612,13529,England
E01004613,6866,England
E01004614,16536,England
E01004615,5177,England
E01004616,17793,England
E01004617,12245,England
E01004618,20722,England
E01004619,20376,England
E01004620,20379,England
E01004621,17769,England
E01004622,13491,England
E01004623,25996,England
E01004624,14815,England
E01004625,27625,England
E01004626,19942,England
E01004627,24322,England
E01004628,11763,England
E01004629,26152,England
E01004630,8066,England
E01004631,13693,England
E01004632,26566,England
E01004633,10006,England
E01004634,21202,England
E01004635,20830,England
E01004636,18240,England
E01004637,19001,England
E01004638,28633,England
E01004639,24017,England
E01004640,30360,England
E01004641,14652,England
E01004642,12645,England
E01004643,12940,England
E01004644,15979,England
E01004645,8654,England
E01004646,19570,England
E01004647,17624,England
E01004648,23935,England
E01004649,29012,England
E01004650,29514,England
E01004651,25503,England
E01004652,18062,England
E01004653,23503,England
E01004654,21266,England
E01004656,11625,England
E01004657,22741,England
E01004658,18296,England
E01004659,27574,England
E01004660,26318,England
E01004661,14144,England
E01004662,22170,England
E01004663,16131,England
E01004665,5376,England
E01004666,10123,England
E01004667,7987,England
E01004668,15757,England
E01004669,7591,England
E01004670,2488,England
E01004674,6143,England
E01004675,6646,England
E01004676,13382,England
E01004677,12092,England
E01004678,10961,England
E01004679,7034,England
E01004680,23309,England
E01004681,22113,England
E01004682,19698,England
E01004683,26341,England
E01004684,13307,England
E01004686,11469,England
E01004687,28371,England
E01004688,30198,England
E01004689,17986,England
E01004690,30073,England
E01004691,23381,England
E01004692,28779,England
E01004693,21478,England
E01004694,26491,England
E01004695,21342,England
E01004696,6924,England
E01004697,17722,England
E01004698,14384,England
E01004699,19200,England
E01004700,22989,England
E01004701,25245,England
E01004702,3687,England
E01004703,23871,England
E01004705,30175,England
E01004706,27823,England
E01004707,31583,England
E01004708,12143,England
E01004709,14236,England
E01004710,7483,England
E01004711,11199,England
E01004712,23263,England
E01004713,27672,England
E01004714,24181,England
E01004715,18090,England
E01004716,27864,England
E01004717,22125,England
E01004718,8120,England
E01004719,8731,England
E01004720,7066,England
E01004721,4722,England
E01004722,5553,England
E01004723,8354,England
E01004724,23490,England
E01004725,9498,England
E01004726,25261,England
E01004727,24363,England
E01004728,19059,England
E01004729,10420,England
E01004730,28806,England
E01004731,24520,England
E01004732,3324,England
E01004733,15991,England
E01004734,7933,England
E01004735,5794,England
E01004736,24862,England
E01004737,14145,England
E01004738,25164,England
E01004739,25205,England
E01004740,6426,England
E01004741,13839,England
E01004742,23098,England
E01004743,13668,England
E01004744,10482,England
E01004745,17777,England
E01004746,9216,England
E01004747,12655,England
E01004748,26006,England
E01004749,20814,England
E01004750,15320,England
E01004751,24060,England
E01004752,12381,England
E01004753,17568,England
E01004754,2865,England
E01004755,8689,England
E01004756,12183,England
E01004757,4110,England
E01004760,10773,England
E01004761,26464,England
E01004762,23921,England
E01004763,11768,England
E01004765,15472,England
E01004766,7694,England
E01004767,10776,England
E01004768,28288,England
E01004769,24505,England
E01004770,22815,England
E01004771,29639,England
E01004772,6242,England
E01004773,20211,England
E01004774,7377,England
E01004775,21251,England
E01004776,12402,England
E01004777,7187,England
E01004778,25859,England
E01004779,14679,England
E01004780,25234,England
E01004781,21281,England
E01004782,10788,England
E01004783,19530,England
E01004784,26540,England
E01004785,10688,England
E01004786,20437,England
E01004787,401,England
E01004788,29064,England
E01004789,26544,England
E01004790,18283,England
E01004791,25063,England
E01004792,29903,England
E01004793,2135,England
E01004794,599,England
E01004795,3014,England
E01004796,8023,England
E01004797,1684,England
E01004798,4592,England
E01004799,21263,England
E01004800,19060,England
E01004801,786,England
E01004802,996,England
E01004803,29345,England
E01004804,31328,England
E01004805,29671,England
E01004806,27358,England
E01004807,28777,England
E01004808,30937,England
E01004809,13632,England
E01004810,27629,England
E01004811,1441,England
E01004812,3116,England
E01004813,4195,England
E01004814,3321,England
E01004815,5745,England
E01004816,7584,England
E01004817,5003,England
E01004818,1707,England
E01004819,7130,England
E01004820,624,England
E01004822,737,England
E01004823,65,England
E01004824,3545,England
E01004825,1158,England
E01004826,1618,England
E01004827,2635,England
E01004828,3027,England
E01004829,2738,England
E01004830,2539,England
E01004831,11862,England
E01004832,9257,England
E01004833,13742,England
E01004834,7700,England
E01004835,24299,England
E01004836,20147,England
E01004837,27707,England
E01004838,4041,England
E01004839,1348,England
E01004840,13167,England
E01004841,402,England
E01004842,29313,England
E01004843,28022,England
E01004844,30022,England
E01004845,22333,England
E01004846,3589,England
E01004847,3709,England
E01004848,986,England
E01004849,3604,England
E01004850,1127,England
E01004851,1972,England
E01004852,3444,England
E01004853,2949,England
E01004854,7060,England
E01004855,3350,England
E01004856,1493,England
E01004857,2244,England
E01004858,3418,England
E01004859,859,England
E01004860,5612,England
E01004861,1178,England
E01004862,1116,England
E01004863,849,England
E01004864,13319,England
E01004865,3838,England
E01004866,718,England
E01004867,4367,England
E01004868,3431,England
E01004869,862,England
E01004870,1948,England
E01004871,3674,England
E01004872,5593,England
E01004873,3578,England
E01004874,7849,England
E01004875,8584,England
E01004876,2814,England
E01004877,1001,England
E01004878,8053,England
E01004879,2619,England
E01004880,18066,England
E01004881,3659,England
E01004882,14877,England
E01004883,14458,England
E01004884,28068,England
E01004885,30818,England
E01004886,4888,England
E01004887,5940,England
E01004888,14655,England
E01004889,7892,England
E01004890,12290,England
E01004891,22406,England
E01004892,21836,England
E01004893,29453,England
E01004894,15843,England
E01004895,6061,England
E01004896,22119,England
E01004897,23847,England
E01004899,13838,England
E01004900,19070,England
E01004901,31202,England
E01004902,5610,England
E01004903,25338,England
E01004904,19876,England
E01004905,8306,England
E01004906,4282,England
E01004907,4971,England
E01004908,14576,England
E01004909,7048,England
E01004910,18706,England
E01004911,4496,England
E01004912,17848,England
E01004913,12524,England
E01004914,20644,England
E01004915,21956,England
E01004916,8173,England
E01004917,9485,England
E01004918,25097,England
E01004919,19669,England
E01004920,10239,England
E01004921,9399,England
E01004922,5170,England
E01004923,10539,England
E01004924,28827,England
E01004925,17161,England
E01004926,1265,England
E01004927,1837,England
E01004928,2502,England
E01004929,5417,England
E01004930,16971,England
E01004931,5220,England
E01004932,6855,England
E01004933,21823,England
E01004934,13828,England
E01004935,23495,England
E01004936,16344,England
E01004937,26625,England
E01004938,4009,England
E01004939,8892,England
E01004940,19984,England
E01004941,8496,England
E01004942,2065,England
E01004943,11619,England
E01004944,26177,England
E01004945,19609,England
E01004946,1478,England
E01004947,6923,England
E01004948,2599,England
E01004949,31233,England
E01004950,30560,England
E01004951,29980,England
E01004952,29702,England
E01004953,25281,England
E01004954,12804,England
E01004955,7001,England
E01004956,3760,England
E01004957,734,England
E01004958,1891,England
E01004959,3809,England
E01004960,50,England
E01004961,10840,England
E01004962,16859,England
E01004963,18890,England
E01004964,9090,England
E01004965,28350,England
E01004966,6086,England
E01004967,29986,England
E01004968,27393,England
E01004969,3957,England
E01004970,23035,England
E01004971,25593,England
E01004972,6326,England
E01004973,18526,England
E01004974,20755,England
E01004975,13751,England
E01004976,5905,England
E01004977,13725,England
E01004978,9027,England
E01004979,1177,England
E01004980,3666,England
E01004981,14392,England
E01004982,23062,England
E01004983,13258,England
E01004984,25822,England
E01004985,26680,England
E01004986,11465,England
E01004987,1200,England
E01004988,13985,England
E01004989,26575,England
E01004990,5936,England
E01004991,11118,England
E01004992,7603,England
E01004993,8388,England
E01004994,4650,England
E01004995,21647,England
E01004996,1742,England
E01004997,13218,England
E01004998,16622,England
E01004999,18295,England
E01005000,25015,England
E01005001,25137,England
E01005002,16208,England
E01005003,5241,England
E01005004,372,England
E01005005,21819,England
E01005006,13017,England
E01005007,19047,England
E01005008,3325,England
E01005009,2114,England
E01005010,17989,England
E01005011,23568,England
E01005012,9123,England
E01005013,7674,England
E01005014,19788,England
E01005015,8727,England
E01005016,22300,England
E01005017,24144,England
E01005018,16356,England
E01005019,27609,England
E01005020,31406,England
E01005021,30328,England
E01005022,29555,England
E01005023,22122,England
E01005024,1199,England
E01005025,10836,England
E01005026,6925,England
E01005027,4929,England
E01005028,4173,England
E01005029,10181,England
E01005030,3520,England
E01005031,7390,England
E01005032,3560,England
E01005033,20168,England
E01005034,8050,England
E01005035,11837,England
E01005036,9470,England
E01005037,17903,England
E01005038,26753,England
E01005039,6638,England
E01005040,16031,England
E01005041,19693,England
E01005042,20305,England
E01005043,23916,England
E01005044,16252,England
E01005045,12690,England
E01005046,31017,England
E01005047,26337,England
E01005048,32455,England
E01005049,26224,England
E01005050,25423,England
E01005051,22352,England
E01005052,28342,England
E01005053,17560,England
E01005054,18590,England
E01005055,27211,England
E01005056,21738,England
E01005057,19232,England
E01005058,24086,England
E01005059,9198,England
E01005060,17457,England
E01005061,724,England
E01005062,11725,England
E01005063,1101,England
E01005065,1994,England
E01005066,5152,England
E01005067,263,England
E01005068,1708,England
E01005069,17074,England
E01005070,2275,England
E01005071,3410,England
E01005072,3619,England
E01005073,10218,England
E01005074,1764,England
E01005075,2944,England
E01005076,14112,England
E01005077,1154,England
E01005078,19549,England
E01005079,7315,England
E01005081,1557,England
E01005082,3023,England
E01005083,19819,England
E01005084,10022,England
E01005085,1370,England
E01005086,463,England
E01005087,722,England
E01005088,189,England
E01005089,312,England
E01005090,142,England
E01005091,2104,England
E01005092,653,England
E01005093,821,England
E01005094,808,England
E01005097,572,England
E01005098,1245,England
E01005099,514,England
E01005100,3788,England
E01005101,1838,England
E01005102,7009,England
E01005103,1065,England
E01005104,2842,England
E01005105,4832,England
E01005106,1799,England
E01005107,1003,England
E01005108,1593,England
E01005111,5619,England
E01005112,3130,England
E01005113,1148,England
E01005114,16790,England
E01005115,7234,England
E01005116,8987,England
E01005117,1293,England
E01005118,9160,England
E01005119,2505,England
E01005120,8514,England
E01005121,2046,England
E01005122,3597,England
E01005123,1270,England
E01005124,2592,England
E01005125,3777,England
E01005126,11219,England
E01005128,9126,England
E01005129,919,England
E01005130,335,England
E01005132,385,England
E01005133,487,England
E01005135,1305,England
E01005136,3159,England
E01005138,140,England
E01005139,7020,England
E01005140,4578,England
E01005141,223,England
E01005142,381,England
E01005143,3128,England
E01005145,6521,England
E01005146,4841,England
E01005147,2288,England
E01005149,7656,England
E01005150,9992,England
E01005151,12663,England
E01005152,22064,England
E01005153,15142,England
E01005154,16876,England
E01005155,25023,England
E01005156,19392,England
E01005157,26894,England
E01005158,6619,England
E01005159,18913,England
E01005160,6518,England
E01005161,8341,England
E01005162,7262,England
E01005163,5738,England
E01005164,2631,England
E01005165,1550,England
E01005166,1825,England
E01005167,3171,England
E01005168,15323,England
E01005169,24162,England
E01005170,21889,England
E01005171,7736,England
E01005172,17660,England
E01005173,22586,England
E01005174,25466,England
E01005175,13928,England
E01005176,17748,England
E01005177,19308,England
E01005178,4589,England
E01005179,8197,England
E01005180,1835,England
E01005181,8502,England
E01005182,4451,England
E01005183,1617,England
E01005184,11452,England
E01005185,11792,England
E01005186,1954,England
E01005187,2302,England
E01005188,3610,England
E01005189,429,England
E01005190,2356,England
E01005191,1499,England
E01005192,3101,England
E01005193,4600,England
E01005194,2778,England
E01005195,1009,England
E01005196,2919,England
E01005197,822,England
E01005198,1889,England
E01005199,4679,England
E01005200,4338,England
E01005201,1552,England
E01005202,49,England
E01005203,100,England
E01005205,311,England
E01005206,3822,England
E01005207,3633,England
E01005208,12142,England
E01005209,5401,England
E01005210,8745,England
E01005212,8768,England
E01005213,1247,England
E01005214,12301,England
E01005215,8642,England
E01005216,9230,England
E01005217,11929,England
E01005218,8394,England
E01005219,2867,England
E01005220,3755,England
E01005221,5487,England
E01005222,3498,England
E01005223,3272,England
E01005224,3736,England
E01005225,1824,England
E01005226,3085,England
E01005227,1155,England
E01005228,278,England
E01005229,14521,England
E01005230,2693,England
E01005231,11869,England
E01005232,3239,England
E01005233,3706,England
E01005234,2821,England
E01005235,1779,England
E01005236,3265,England
E01005237,4095,England
E01005238,3868,England
E01005239,1086,England
E01005240,2216,England
E01005241,7872,England
E01005242,2730,England
E01005243,1792,England
E01005244,8203,England
E01005245,1308,England
E01005246,876,England
E01005247,10970,England
E01005248,12360,England
E01005249,7182,England
E01005250,3419,England
E01005251,2639,England
E01005252,1681,England
E01005253,1601,England
E01005254,12660,England
E01005255,183,England
E01005256,1207,England
E01005257,224,England
E01005258,2237,England
E01005259,169,England
E01005260,6416,England
E01005261,219,England
E01005262,6090,England
E01005263,4181,England
E01005264,2158,England
E01005265,3217,England
E01005266,2287,England
E01005267,8934,England
E01005268,13449,England
E01005269,14125,England
E01005270,2511,England
E01005271,9660,England
E01005272,1783,England
E01005273,7500,England
E01005274,4123,England
E01005275,16803,England
E01005276,11580,England
E01005277,25774,England
E01005278,9632,England
E01005279,4402,England
E01005280,3933,England
E01005281,12237,England
E01005282,6368,England
E01005283,16988,England
E01005284,8725,England
E01005285,903,England
E01005286,8342,England
E01005287,1288,England
E01005288,3032,England
E01005289,576,England
E01005290,1351,England
E01005291,799,England
E01005292,1268,England
E01005293,10694,England
E01005294,9359,England
E01005295,12039,England
E01005296,14078,England
E01005297,6827,England
E01005298,10866,England
E01005299,12075,England
E01005300,11014,England
E01005301,13417,England
E01005302,7192,England
E01005304,13325,England
E01005305,14853,England
E01005306,18925,England
E01005307,19215,England
E01005308,5664,England
E01005309,9763,England
E01005310,6808,England
E01005311,12456,England
E01005312,9032,England
E01005313,1655,England
E01005314,2173,England
E01005315,1722,England
E01005316,6861,England
E01005317,2567,England
E01005318,3590,England
E01005319,2978,England
E01005320,2902,England
E01005321,1202,England
E01005322,191,England
E01005323,3979,England
E01005324,2116,England
E01005325,407,England
E01005326,6132,England
E01005327,11968,England
E01005328,1977,England
E01005329,23750,England
E01005330,22966,England
E01005331,9054,England
E01005332,7799,England
E01005333,26647,England
E01005334,28131,England
E01005335,24226,England
E01005336,25169,England
E01005337,4470,England
E01005338,3057,England
E01005339,23688,England
E01005340,3113,England
E01005341,9556,England
E01005342,2215,England
E01005343,4518,England
E01005344,3129,England
E01005345,17439,England
E01005346,11788,England
E01005347,13170,England
E01005348,2037,England
E01005349,2746,England
E01005350,86,England
E01005351,3737,England
E01005352,1509,England
E01005353,568,England
E01005354,5740,England
E01005355,9715,England
E01005356,18402,England
E01005357,24018,England
E01005358,7319,England
E01005359,21986,England
E01005360,8585,England
E01005361,20962,England
E01005362,12034,England
